Cultivar,Quantidade (Kg),ano,subopcao,Categoria
Semillon,3930216.0,1984,Viníferas,BRANCAS E ROSADAS
Schonburger,0.0,1984,Viníferas,BRANCAS E ROSADAS
Sylvaner,41038.0,1984,Viníferas,BRANCAS E ROSADAS
Tocai Friulano,0.0,1984,Viníferas,BRANCAS E ROSADAS
Trebbiano,17582216.0,1984,Viníferas,BRANCAS E ROSADAS
Trebbiano Toscano,0.0,1984,Viníferas,BRANCAS E ROSADAS
Verdea,0.0,1984,Viníferas,BRANCAS E ROSADAS
Verdelho,0.0,1984,Viníferas,BRANCAS E ROSADAS
Verdiso,46048.0,1984,Viníferas,BRANCAS E ROSADAS
Vermentino,29380.0,1984,Viníferas,BRANCAS E ROSADAS
Vernaccia,826441.0,1984,Viníferas,BRANCAS E ROSADAS
Viogner,0.0,1984,Viníferas,BRANCAS E ROSADAS
Viognier,0.0,1984,Viníferas,BRANCAS E ROSADAS
Outras(3),0.0,1984,Viníferas,BRANCAS E ROSADAS
Bacarina,46767.0,1984,Americanas e híbridas,TINTAS
Bailey,0.0,1984,Americanas e híbridas,TINTAS
Bordo,22146292.0,1984,Americanas e híbridas,TINTAS
Bourdin (S),0.0,1984,Americanas e híbridas,TINTAS
BRS Carmen,0.0,1984,Americanas e híbridas,TINTAS
BRS Cora,0.0,1984,Americanas e híbridas,TINTAS
BRS Magna,0.0,1984,Americanas e híbridas,TINTAS
BRS Margot,0.0,1984,Americanas e híbridas,TINTAS
BRS Morena,0.0,1984,Americanas e híbridas,TINTAS
BRS Núbia,0.0,1984,Americanas e híbridas,TINTAS
BRS Rúbea,0.0,1984,Americanas e híbridas,TINTAS
BRS Violeta,0.0,1984,Americanas e híbridas,TINTAS
BRS Vitória,0.0,1984,Americanas e híbridas,TINTAS
Champagnon (Champanheta),0.0,1984,Americanas e híbridas,TINTAS
Coleções,0.0,1984,Americanas e híbridas,TINTAS
Concord,8550370.0,1984,Americanas e híbridas,TINTAS
Concord clone 30,0.0,1984,Americanas e híbridas,TINTAS
Couderc,5544207.0,1984,Americanas e híbridas,TINTAS
Cynthiana(1),553285.0,1984,Americanas e híbridas,TINTAS
Herbemont,44313715.0,1984,Americanas e híbridas,TINTAS
Isabel,166802020.0,1984,Americanas e híbridas,IAC 138022
Isabel Precoce,0.0,1984,Americanas e híbridas,IAC 138022
Jacquez,807228.0,1984,Americanas e híbridas,IAC 138022
Kyoko,0.0,1984,Americanas e híbridas,IAC 138022
Landot,8774.0,1984,Americanas e híbridas,IAC 138022
Mistura de uvas americanas tinto,0.0,1984,Americanas e híbridas,IAC 138022
Oberlin,0.0,1984,Americanas e híbridas,IAC 138022
Othello,0.0,1984,Americanas e híbridas,IAC 138022
Paco,0.0,1984,Americanas e híbridas,IAC 138022
Patricia,0.0,1984,Americanas e híbridas,IAC 138022
Seibel,12246571.0,1984,Americanas e híbridas,IAC 138022
Seibel 2 (seibeleto),0.0,1984,Americanas e híbridas,IAC 138022
Seyve Willard (Tinta),0.0,1984,Americanas e híbridas,IAC 138022
Vênus,0.0,1984,Americanas e híbridas,IAC 138022
Baco,0.0,1984,Americanas e híbridas,BRANCAS E ROSADAS
Bokay,0.0,1984,Americanas e híbridas,BRANCAS E ROSADAS
BRS Bibiana,0.0,1984,Americanas e híbridas,BRANCAS E ROSADAS
BRS Clara,0.0,1984,Americanas e híbridas,BRANCAS E ROSADAS
BRS Lorena,0.0,1984,Americanas e híbridas,BRANCAS E ROSADAS
Couderc 13,589380.0,1984,Americanas e híbridas,BRANCAS E ROSADAS
Delaware,0.0,1984,Americanas e híbridas,BRANCAS E ROSADAS
Dona Zillá,0.0,1984,Americanas e híbridas,BRANCAS E ROSADAS
Dut Chess,0.0,1984,Americanas e híbridas,BRANCAS E ROSADAS
Goethe,169402.0,1984,Americanas e híbridas,BRANCAS E ROSADAS
Juliana,0.0,1984,Americanas e híbridas,IAC
Martha,16321.0,1984,Americanas e híbridas,IAC
Mistura de uvas americanas,0.0,1984,Americanas e híbridas,IAC
Moscato Embrapa,0.0,1984,Americanas e híbridas,IAC
Niagara,8308736.0,1984,Americanas e híbridas,IAC
Niagara Branca,0.0,1984,Americanas e híbridas,IAC
Niagara Rosada,0.0,1984,Americanas e híbridas,IAC
Poloske,0.0,1984,Americanas e híbridas,IAC
Seleções,0.0,1984,Americanas e híbridas,IAC
Seyve Villard,5284971.0,1984,Americanas e híbridas,IAC
Seyve Villard 5276,0.0,1984,Americanas e híbridas,IAC
Seyve Villard 12375,0.0,1984,Americanas e híbridas,IAC
Tardia de Caxias,0.0,1984,Americanas e híbridas,IAC
Outras(2),0.0,1984,Americanas e híbridas,IAC
Alphonse Lavallee,4380.0,1984,Uvas de mesa,TINTAS
Moscato de Hamburgo,1590.0,1984,Uvas de mesa,TINTAS
Cardinal,0.0,1984,Uvas de mesa,BRANCAS
Golden Queen,1545.0,1984,Uvas de mesa,BRANCAS
Patrícia,0.0,1984,Uvas de mesa,BRANCAS
Perlona,10735.0,1984,Uvas de mesa,BRANCAS
Italia,1945.0,1984,Uvas de mesa,BRANCAS
"Rubi (Itália, Itália Ro)",0.0,1984,Uvas de mesa,BRANCAS
nan,99929.0,1984,Sem classificação,BRANCAS
nan,99929.0,1984,Sem classificação,BRANCAS
Alicante Bouschet,6807.0,1985,Viníferas,TINTAS
Ancelota,0.0,1985,Viníferas,TINTAS
Aramon,37384.0,1985,Viníferas,TINTAS
Alfrocheiro,0.0,1985,Viníferas,TINTAS
Arinarnoa,0.0,1985,Viníferas,TINTAS
Aspirant Bouschet,0.0,1985,Viníferas,TINTAS
Barbera,7290172.0,1985,Viníferas,TINTAS
Bonarda,1754291.0,1985,Viníferas,TINTAS
Cabernet Franc,10342293.0,1985,Viníferas,TINTAS
Cabernet Sauvignon,149527.0,1985,Viníferas,TINTAS
Caladoc,0.0,1985,Viníferas,TINTAS
Campanario,1660.0,1985,Viníferas,TINTAS
Canaiolo,455665.0,1985,Viníferas,TINTAS
Carignan,1733.0,1985,Viníferas,TINTAS
Carmenere,89699.0,1985,Viníferas,TINTAS
Castelão,0.0,1985,Viníferas,TINTAS
Corvina,0.0,1985,Viníferas,TINTAS
Croatina,0.0,1985,Viníferas,TINTAS
Cinsaut,7195.0,1985,Viníferas,TINTAS
Dom Felder,0.0,1985,Viníferas,TINTAS
Dolcetto,0.0,1985,Viníferas,TINTAS
Durif,0.0,1985,Viníferas,TINTAS
Egiodola,0.0,1985,Viníferas,TINTAS
Ekigaina,0.0,1985,Viníferas,TINTAS
Festival (Sugraone),0.0,1985,Viníferas,TINTAS
Franconia,0.0,1985,Viníferas,TINTAS
Freisa,4208.0,1985,Viníferas,TINTAS
Gamay St Romain,895817.0,1985,Viníferas,TINTAS
Gamay Beaujolais,48410.0,1985,Viníferas,TINTAS
Grand Noir,27537.0,1985,Viníferas,TINTAS
Grenache,0.0,1985,Viníferas,TINTAS
Jaen,0.0,1985,Viníferas,TINTAS
Lagrein,0.0,1985,Viníferas,TINTAS
Lambrusco,14360.0,1985,Viníferas,TINTAS
Malbec,39347.0,1985,Viníferas,TINTAS
Marzemina,352748.0,1985,Viníferas,TINTAS
Merlot,6965153.0,1985,Viníferas,TINTAS
Marselan,0.0,1985,Viníferas,TINTAS
Mistura de uvas viníferas tinto,0.0,1985,Viníferas,TINTAS
Molinera,0.0,1985,Viníferas,TINTAS
Montepulciano,0.0,1985,Viníferas,TINTAS
Moscato Bailey,0.0,1985,Viníferas,TINTAS
Napa Gamay,9665.0,1985,Viníferas,TINTAS
Nebbiolo,0.0,1985,Viníferas,TINTAS
Petit Verdot,0.0,1985,Viníferas,TINTAS
Petite Sirah,73075.0,1985,Viníferas,TINTAS
Pinotage,15236.0,1985,Viníferas,TINTAS
Pinot Noir,127953.0,1985,Viníferas,TINTAS
Pinot Saint George,0.0,1985,Viníferas,TINTAS
Piriquita,0.0,1985,Viníferas,TINTAS
Primitivo,0.0,1985,Viníferas,TINTAS
Rebo,0.0,1985,Viníferas,TINTAS
Refosco,0.0,1985,Viníferas,TINTAS
Rondinella,0.0,1985,Viníferas,TINTAS
Ruby Cabernet,426.0,1985,Viníferas,TINTAS
Sangiovese,144839.0,1985,Viníferas,TINTAS
Saperavi,0.0,1985,Viníferas,TINTAS
Sira (falsa),1272377.0,1985,Viníferas,TINTAS
Tannat,43800.0,1985,Viníferas,TINTAS
Tempranillo,0.0,1985,Viníferas,TINTAS
Teroldego,0.0,1985,Viníferas,TINTAS
Torrontes,0.0,1985,Viníferas,TINTAS
Tinta Barroca,0.0,1985,Viníferas,TINTAS
Tinta Roriz,0.0,1985,Viníferas,TINTAS
Touriga Francesa,0.0,1985,Viníferas,TINTAS
Touriga Nacional,0.0,1985,Viníferas,TINTAS
Tinta Madeira,2508.0,1985,Viníferas,TINTAS
Tintoria,21260.0,1985,Viníferas,TINTAS
Trincdeira,0.0,1985,Viníferas,TINTAS
Trousseau,0.0,1985,Viníferas,TINTAS
Zinfandel,198.0,1985,Viníferas,TINTAS
Outras1,0.0,1985,Viníferas,TINTAS
Aliatico,0.0,1985,Viníferas,BRANCAS E ROSADAS
Aligote,0.0,1985,Viníferas,BRANCAS E ROSADAS
Altesse,36111.0,1985,Viníferas,BRANCAS E ROSADAS
Alvarinho,0.0,1985,Viníferas,BRANCAS E ROSADAS
Arriloba,0.0,1985,Viníferas,BRANCAS E ROSADAS
Auxerrois,2020.0,1985,Viníferas,BRANCAS E ROSADAS
Burger,2665.0,1985,Viníferas,BRANCAS E ROSADAS
Chardonnay,191484.0,1985,Viníferas,BRANCAS E ROSADAS
Chasselas,160169.0,1985,Viníferas,BRANCAS E ROSADAS
Chenin Blanc,40276.0,1985,Viníferas,BRANCAS E ROSADAS
Clairette(1),13929.0,1985,Viníferas,BRANCAS E ROSADAS
Colombard,0.0,1985,Viníferas,BRANCAS E ROSADAS
Flora,53233.0,1985,Viníferas,BRANCAS E ROSADAS
Garganega,0.0,1985,Viníferas,BRANCAS E ROSADAS
Gewurztraminer,88037.0,1985,Viníferas,BRANCAS E ROSADAS
Gouveio,0.0,1985,Viníferas,BRANCAS E ROSADAS
Gros Manseng,0.0,1985,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),0.0,1985,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,1985,Viníferas,BRANCAS E ROSADAS
Malvasia,3422293.0,1985,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,0.0,1985,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,0.0,1985,Viníferas,BRANCAS E ROSADAS
Malvasia Chianti,0.0,1985,Viníferas,BRANCAS E ROSADAS
Malvasia Verde,0.0,1985,Viníferas,BRANCAS E ROSADAS
Malvasia di Candia,0.0,1985,Viníferas,BRANCAS E ROSADAS
Malvasia Istriana,0.0,1985,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas branco,0.0,1985,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas rosado,0.0,1985,Viníferas,BRANCAS E ROSADAS
Moscato Branco,18464456.0,1985,Viníferas,BRANCAS E ROSADAS
Moscato Canelli,0.0,1985,Viníferas,BRANCAS E ROSADAS
Moscato Giallo,0.0,1985,Viníferas,BRANCAS E ROSADAS
Moscato Nazareno,0.0,1985,Viníferas,BRANCAS E ROSADAS
Moscato Bianco R2,0.0,1985,Viníferas,BRANCAS E ROSADAS
Moscato de Alexandria,0.0,1985,Viníferas,BRANCAS E ROSADAS
Moscato Rosado,0.0,1985,Viníferas,BRANCAS E ROSADAS
Muscat Ã Petits Grains,0.0,1985,Viníferas,BRANCAS E ROSADAS
Muller Thurgau,2028.0,1985,Viníferas,BRANCAS E ROSADAS
Muscadelle,0.0,1985,Viníferas,BRANCAS E ROSADAS
Ora,0.0,1985,Viníferas,BRANCAS E ROSADAS
Palomino,30395.0,1985,Viníferas,BRANCAS E ROSADAS
Petit Manseng,0.0,1985,Viníferas,BRANCAS E ROSADAS
Peverella,2630718.0,1985,Viníferas,BRANCAS E ROSADAS
Pinot Blanc,129010.0,1985,Viníferas,BRANCAS E ROSADAS
Pinot Gris,0.0,1985,Viníferas,BRANCAS E ROSADAS
Prosecco,108830.0,1985,Viníferas,BRANCAS E ROSADAS
Red Veltliner,4689.0,1985,Viníferas,BRANCAS E ROSADAS
Riesling Italico,7207668.0,1985,Viníferas,BRANCAS E ROSADAS
Riesling Renano,163005.0,1985,Viníferas,BRANCAS E ROSADAS
Sauvignon Blanc(2),190061.0,1985,Viníferas,BRANCAS E ROSADAS
Sauvignon Gris,0.0,1985,Viníferas,BRANCAS E ROSADAS
Seara Nova,1640.0,1985,Viníferas,BRANCAS E ROSADAS
Semillon,7393292.0,1985,Viníferas,BRANCAS E ROSADAS
Schonburger,0.0,1985,Viníferas,BRANCAS E ROSADAS
Sylvaner,73591.0,1985,Viníferas,BRANCAS E ROSADAS
Tocai Friulano,923.0,1985,Viníferas,BRANCAS E ROSADAS
Trebbiano,24178593.0,1985,Viníferas,BRANCAS E ROSADAS
Trebbiano Toscano,0.0,1985,Viníferas,BRANCAS E ROSADAS
Verdea,0.0,1985,Viníferas,BRANCAS E ROSADAS
Verdelho,7900.0,1985,Viníferas,BRANCAS E ROSADAS
Verdiso,23684.0,1985,Viníferas,BRANCAS E ROSADAS
Vermentino,32124.0,1985,Viníferas,BRANCAS E ROSADAS
Vernaccia,1450663.0,1985,Viníferas,BRANCAS E ROSADAS
Viogner,0.0,1985,Viníferas,BRANCAS E ROSADAS
Viognier,0.0,1985,Viníferas,BRANCAS E ROSADAS
Outras(3),26.0,1985,Viníferas,BRANCAS E ROSADAS
Bacarina,55878.0,1985,Americanas e híbridas,TINTAS
Bailey,0.0,1985,Americanas e híbridas,TINTAS
Bordo,36787283.0,1985,Americanas e híbridas,TINTAS
Bourdin (S),0.0,1985,Americanas e híbridas,TINTAS
BRS Carmen,0.0,1985,Americanas e híbridas,TINTAS
BRS Cora,0.0,1985,Americanas e híbridas,TINTAS
BRS Magna,0.0,1985,Americanas e híbridas,TINTAS
BRS Margot,0.0,1985,Americanas e híbridas,TINTAS
BRS Morena,0.0,1985,Americanas e híbridas,TINTAS
BRS Núbia,0.0,1985,Americanas e híbridas,TINTAS
BRS Rúbea,0.0,1985,Americanas e híbridas,TINTAS
BRS Violeta,0.0,1985,Americanas e híbridas,TINTAS
BRS Vitória,0.0,1985,Americanas e híbridas,TINTAS
Champagnon (Champanheta),0.0,1985,Americanas e híbridas,TINTAS
Coleções,0.0,1985,Americanas e híbridas,TINTAS
Concord,17270192.0,1985,Americanas e híbridas,TINTAS
Concord clone 30,0.0,1985,Americanas e híbridas,TINTAS
Couderc,7341937.0,1985,Americanas e híbridas,TINTAS
Cynthiana(1),467677.0,1985,Americanas e híbridas,TINTAS
Herbemont,47677634.0,1985,Americanas e híbridas,TINTAS
Isabel,261311720.0,1985,Americanas e híbridas,IAC 138022
Isabel Precoce,0.0,1985,Americanas e híbridas,IAC 138022
Jacquez,883337.0,1985,Americanas e híbridas,IAC 138022
Kyoko,0.0,1985,Americanas e híbridas,IAC 138022
Landot,21485.0,1985,Americanas e híbridas,IAC 138022
Mistura de uvas americanas tinto,0.0,1985,Americanas e híbridas,IAC 138022
Oberlin,177.0,1985,Americanas e híbridas,IAC 138022
Othello,4862.0,1985,Americanas e híbridas,IAC 138022
Paco,0.0,1985,Americanas e híbridas,IAC 138022
Patricia,0.0,1985,Americanas e híbridas,IAC 138022
Seibel,13394429.0,1985,Americanas e híbridas,IAC 138022
Seibel 2 (seibeleto),0.0,1985,Americanas e híbridas,IAC 138022
Seyve Willard (Tinta),0.0,1985,Americanas e híbridas,IAC 138022
Vênus,0.0,1985,Americanas e híbridas,IAC 138022
Baco,1688.0,1985,Americanas e híbridas,BRANCAS E ROSADAS
Bokay,0.0,1985,Americanas e híbridas,BRANCAS E ROSADAS
BRS Bibiana,0.0,1985,Americanas e híbridas,BRANCAS E ROSADAS
BRS Clara,0.0,1985,Americanas e híbridas,BRANCAS E ROSADAS
BRS Lorena,0.0,1985,Americanas e híbridas,BRANCAS E ROSADAS
Couderc 13,906354.0,1985,Americanas e híbridas,BRANCAS E ROSADAS
Delaware,0.0,1985,Americanas e híbridas,BRANCAS E ROSADAS
Dona Zillá,0.0,1985,Americanas e híbridas,BRANCAS E ROSADAS
Dut Chess,0.0,1985,Americanas e híbridas,BRANCAS E ROSADAS
Goethe,301062.0,1985,Americanas e híbridas,BRANCAS E ROSADAS
Juliana,0.0,1985,Americanas e híbridas,IAC
Martha,9096.0,1985,Americanas e híbridas,IAC
Mistura de uvas americanas,0.0,1985,Americanas e híbridas,IAC
Moscato Embrapa,0.0,1985,Americanas e híbridas,IAC
Niagara,14685699.0,1985,Americanas e híbridas,IAC
Niagara Branca,0.0,1985,Americanas e híbridas,IAC
Niagara Rosada,0.0,1985,Americanas e híbridas,IAC
Poloske,0.0,1985,Americanas e híbridas,IAC
Seleções,0.0,1985,Americanas e híbridas,IAC
Seyve Villard,5234899.0,1985,Americanas e híbridas,IAC
Seyve Villard 5276,0.0,1985,Americanas e híbridas,IAC
Seyve Villard 12375,117279.0,1985,Americanas e híbridas,IAC
Tardia de Caxias,0.0,1985,Americanas e híbridas,IAC
Outras(2),0.0,1985,Americanas e híbridas,IAC
Alphonse Lavallee,17553.0,1985,Uvas de mesa,TINTAS
Moscato de Hamburgo,0.0,1985,Uvas de mesa,TINTAS
Cardinal,0.0,1985,Uvas de mesa,BRANCAS
Golden Queen,4921.0,1985,Uvas de mesa,BRANCAS
Patrícia,0.0,1985,Uvas de mesa,BRANCAS
Perlona,10548.0,1985,Uvas de mesa,BRANCAS
Italia,5877.0,1985,Uvas de mesa,BRANCAS
"Rubi (Itália, Itália Ro)",0.0,1985,Uvas de mesa,BRANCAS
nan,104929.0,1985,Sem classificação,BRANCAS
nan,104929.0,1985,Sem classificação,BRANCAS
Alicante Bouschet,6677.0,1986,Viníferas,TINTAS
Ancelota,0.0,1986,Viníferas,TINTAS
Aramon,0.0,1986,Viníferas,TINTAS
Alfrocheiro,0.0,1986,Viníferas,TINTAS
Arinarnoa,0.0,1986,Viníferas,TINTAS
Aspirant Bouschet,0.0,1986,Viníferas,TINTAS
Barbera,3553090.0,1986,Viníferas,TINTAS
Bonarda,877037.0,1986,Viníferas,TINTAS
Cabernet Franc,6403968.0,1986,Viníferas,TINTAS
Cabernet Sauvignon,539711.0,1986,Viníferas,TINTAS
Caladoc,0.0,1986,Viníferas,TINTAS
Campanario,845.0,1986,Viníferas,TINTAS
Canaiolo,271645.0,1986,Viníferas,TINTAS
Carignan,1508.0,1986,Viníferas,TINTAS
Carmenere,61422.0,1986,Viníferas,TINTAS
Castelão,0.0,1986,Viníferas,TINTAS
Corvina,0.0,1986,Viníferas,TINTAS
Croatina,0.0,1986,Viníferas,TINTAS
Cinsaut,2446.0,1986,Viníferas,TINTAS
Dom Felder,0.0,1986,Viníferas,TINTAS
Dolcetto,0.0,1986,Viníferas,TINTAS
Durif,0.0,1986,Viníferas,TINTAS
Egiodola,0.0,1986,Viníferas,TINTAS
Ekigaina,0.0,1986,Viníferas,TINTAS
Festival (Sugraone),0.0,1986,Viníferas,TINTAS
Franconia,0.0,1986,Viníferas,TINTAS
Freisa,0.0,1986,Viníferas,TINTAS
Gamay St Romain,788089.0,1986,Viníferas,TINTAS
Gamay Beaujolais,0.0,1986,Viníferas,TINTAS
Grand Noir,21.0,1986,Viníferas,TINTAS
Grenache,15851.0,1986,Viníferas,TINTAS
Jaen,0.0,1986,Viníferas,TINTAS
Lagrein,0.0,1986,Viníferas,TINTAS
Lambrusco,6245.0,1986,Viníferas,TINTAS
Malbec,23431.0,1986,Viníferas,TINTAS
Marzemina,159440.0,1986,Viníferas,TINTAS
Merlot,4775740.0,1986,Viníferas,TINTAS
Marselan,0.0,1986,Viníferas,TINTAS
Mistura de uvas viníferas tinto,0.0,1986,Viníferas,TINTAS
Molinera,0.0,1986,Viníferas,TINTAS
Montepulciano,0.0,1986,Viníferas,TINTAS
Moscato Bailey,0.0,1986,Viníferas,TINTAS
Napa Gamay,0.0,1986,Viníferas,TINTAS
Nebbiolo,357.0,1986,Viníferas,TINTAS
Petit Verdot,0.0,1986,Viníferas,TINTAS
Petite Sirah,99786.0,1986,Viníferas,TINTAS
Pinotage,13483.0,1986,Viníferas,TINTAS
Pinot Noir,202820.0,1986,Viníferas,TINTAS
Pinot Saint George,47600.0,1986,Viníferas,TINTAS
Piriquita,0.0,1986,Viníferas,TINTAS
Primitivo,0.0,1986,Viníferas,TINTAS
Rebo,0.0,1986,Viníferas,TINTAS
Refosco,0.0,1986,Viníferas,TINTAS
Rondinella,0.0,1986,Viníferas,TINTAS
Ruby Cabernet,21.0,1986,Viníferas,TINTAS
Sangiovese,77509.0,1986,Viníferas,TINTAS
Saperavi,0.0,1986,Viníferas,TINTAS
Sira (falsa),695871.0,1986,Viníferas,TINTAS
Tannat,68352.0,1986,Viníferas,TINTAS
Tempranillo,0.0,1986,Viníferas,TINTAS
Teroldego,0.0,1986,Viníferas,TINTAS
Torrontes,0.0,1986,Viníferas,TINTAS
Tinta Barroca,0.0,1986,Viníferas,TINTAS
Tinta Roriz,0.0,1986,Viníferas,TINTAS
Touriga Francesa,0.0,1986,Viníferas,TINTAS
Touriga Nacional,0.0,1986,Viníferas,TINTAS
Tinta Madeira,1733.0,1986,Viníferas,TINTAS
Tintoria,0.0,1986,Viníferas,TINTAS
Trincdeira,0.0,1986,Viníferas,TINTAS
Trousseau,0.0,1986,Viníferas,TINTAS
Zinfandel,41460.0,1986,Viníferas,TINTAS
Outras1,0.0,1986,Viníferas,TINTAS
Aliatico,0.0,1986,Viníferas,BRANCAS E ROSADAS
Aligote,0.0,1986,Viníferas,BRANCAS E ROSADAS
Altesse,43477.0,1986,Viníferas,BRANCAS E ROSADAS
Alvarinho,0.0,1986,Viníferas,BRANCAS E ROSADAS
Arriloba,0.0,1986,Viníferas,BRANCAS E ROSADAS
Auxerrois,0.0,1986,Viníferas,BRANCAS E ROSADAS
Burger,20591.0,1986,Viníferas,BRANCAS E ROSADAS
Chardonnay,352746.0,1986,Viníferas,BRANCAS E ROSADAS
Chasselas,123305.0,1986,Viníferas,BRANCAS E ROSADAS
Chenin Blanc,110067.0,1986,Viníferas,BRANCAS E ROSADAS
Clairette(1),12182.0,1986,Viníferas,BRANCAS E ROSADAS
Colombard,14480.0,1986,Viníferas,BRANCAS E ROSADAS
Flora,52143.0,1986,Viníferas,BRANCAS E ROSADAS
Garganega,0.0,1986,Viníferas,BRANCAS E ROSADAS
Gewurztraminer,206986.0,1986,Viníferas,BRANCAS E ROSADAS
Gouveio,0.0,1986,Viníferas,BRANCAS E ROSADAS
Gros Manseng,0.0,1986,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),0.0,1986,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,1986,Viníferas,BRANCAS E ROSADAS
Malvasia,2261265.0,1986,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,0.0,1986,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,0.0,1986,Viníferas,BRANCAS E ROSADAS
Malvasia Chianti,0.0,1986,Viníferas,BRANCAS E ROSADAS
Malvasia Verde,0.0,1986,Viníferas,BRANCAS E ROSADAS
Malvasia di Candia,0.0,1986,Viníferas,BRANCAS E ROSADAS
Malvasia Istriana,0.0,1986,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas branco,0.0,1986,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas rosado,0.0,1986,Viníferas,BRANCAS E ROSADAS
Moscato Branco,12858661.0,1986,Viníferas,BRANCAS E ROSADAS
Moscato Canelli,7554.0,1986,Viníferas,BRANCAS E ROSADAS
Moscato Giallo,0.0,1986,Viníferas,BRANCAS E ROSADAS
Moscato Nazareno,0.0,1986,Viníferas,BRANCAS E ROSADAS
Moscato Bianco R2,0.0,1986,Viníferas,BRANCAS E ROSADAS
Moscato de Alexandria,0.0,1986,Viníferas,BRANCAS E ROSADAS
Moscato Rosado,0.0,1986,Viníferas,BRANCAS E ROSADAS
Muscat Ã Petits Grains,0.0,1986,Viníferas,BRANCAS E ROSADAS
Muller Thurgau,7026.0,1986,Viníferas,BRANCAS E ROSADAS
Muscadelle,0.0,1986,Viníferas,BRANCAS E ROSADAS
Ora,0.0,1986,Viníferas,BRANCAS E ROSADAS
Palomino,46533.0,1986,Viníferas,BRANCAS E ROSADAS
Petit Manseng,0.0,1986,Viníferas,BRANCAS E ROSADAS
Peverella,2036768.0,1986,Viníferas,BRANCAS E ROSADAS
Pinot Blanc,168354.0,1986,Viníferas,BRANCAS E ROSADAS
Pinot Gris,0.0,1986,Viníferas,BRANCAS E ROSADAS
Prosecco,122524.0,1986,Viníferas,BRANCAS E ROSADAS
Red Veltliner,2522.0,1986,Viníferas,BRANCAS E ROSADAS
Riesling Italico,4267206.0,1986,Viníferas,BRANCAS E ROSADAS
Riesling Renano,426596.0,1986,Viníferas,BRANCAS E ROSADAS
Sauvignon Blanc(2),250087.0,1986,Viníferas,BRANCAS E ROSADAS
Sauvignon Gris,0.0,1986,Viníferas,BRANCAS E ROSADAS
Seara Nova,965.0,1986,Viníferas,BRANCAS E ROSADAS
Semillon,6503648.0,1986,Viníferas,BRANCAS E ROSADAS
Schonburger,0.0,1986,Viníferas,BRANCAS E ROSADAS
Sylvaner,66793.0,1986,Viníferas,BRANCAS E ROSADAS
Tocai Friulano,1821.0,1986,Viníferas,BRANCAS E ROSADAS
Trebbiano,16567251.0,1986,Viníferas,BRANCAS E ROSADAS
Trebbiano Toscano,0.0,1986,Viníferas,BRANCAS E ROSADAS
Verdea,809.0,1986,Viníferas,BRANCAS E ROSADAS
Verdelho,7785.0,1986,Viníferas,BRANCAS E ROSADAS
Verdiso,0.0,1986,Viníferas,BRANCAS E ROSADAS
Vermentino,22409.0,1986,Viníferas,BRANCAS E ROSADAS
Vernaccia,978903.0,1986,Viníferas,BRANCAS E ROSADAS
Viogner,0.0,1986,Viníferas,BRANCAS E ROSADAS
Viognier,0.0,1986,Viníferas,BRANCAS E ROSADAS
Outras(3),793.0,1986,Viníferas,BRANCAS E ROSADAS
Bacarina,26538.0,1986,Americanas e híbridas,TINTAS
Bailey,0.0,1986,Americanas e híbridas,TINTAS
Bordo,23956474.0,1986,Americanas e híbridas,TINTAS
Bourdin (S),0.0,1986,Americanas e híbridas,TINTAS
BRS Carmen,0.0,1986,Americanas e híbridas,TINTAS
BRS Cora,0.0,1986,Americanas e híbridas,TINTAS
BRS Magna,0.0,1986,Americanas e híbridas,TINTAS
BRS Margot,0.0,1986,Americanas e híbridas,TINTAS
BRS Morena,0.0,1986,Americanas e híbridas,TINTAS
BRS Núbia,0.0,1986,Americanas e híbridas,TINTAS
BRS Rúbea,0.0,1986,Americanas e híbridas,TINTAS
BRS Violeta,0.0,1986,Americanas e híbridas,TINTAS
BRS Vitória,0.0,1986,Americanas e híbridas,TINTAS
Champagnon (Champanheta),0.0,1986,Americanas e híbridas,TINTAS
Coleções,0.0,1986,Americanas e híbridas,TINTAS
Concord,8864661.0,1986,Americanas e híbridas,TINTAS
Concord clone 30,0.0,1986,Americanas e híbridas,TINTAS
Couderc,5474248.0,1986,Americanas e híbridas,TINTAS
Cynthiana(1),304481.0,1986,Americanas e híbridas,TINTAS
Herbemont,29438543.0,1986,Americanas e híbridas,TINTAS
Isabel,148440133.0,1986,Americanas e híbridas,IAC 138022
Isabel Precoce,0.0,1986,Americanas e híbridas,IAC 138022
Jacquez,608629.0,1986,Americanas e híbridas,IAC 138022
Kyoko,0.0,1986,Americanas e híbridas,IAC 138022
Landot,5953.0,1986,Americanas e híbridas,IAC 138022
