Produto,Quantidade (L.),ano,Categoria
Nectar de uva,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,362275.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,3746797.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,937996.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,141726264.0,1991,VINHO DE MESA
Rosado,16322381.0,1991,VINHO DE MESA
Branco,32086250.0,1991,VINHO DE MESA
Tinto,9015204.0,1991,VINHO FINO DE MESA
Rosado,1342140.0,1991,VINHO FINO DE MESA
Branco,27168767.0,1991,VINHO FINO DE MESA
VINHO FRIZANTE,268563.0,1991,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1991,VINHO ORGÂNICO
Tinto,326807.0,1991,VINHO ESPECIAL
Rosado,487553.0,1991,VINHO ESPECIAL
Branco,540501.0,1991,VINHO ESPECIAL
Espumante Moscatel,0.0,1991,ESPUMANTES
Espumante,0.0,1991,ESPUMANTES
Espumante Orgânico,0.0,1991,ESPUMANTES
Suco Natural Integral,0.0,1991,SUCO DE UVAS
Suco Adoçado,0.0,1991,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1991,SUCO DE UVAS
Suco Orgânico,0.0,1991,SUCO DE UVAS
Outros sucos de uvas,0.0,1991,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,7311205.0,1991,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),149352.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1627961.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,3190379.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,181500.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,8163189.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,35880.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,544002.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,3842243.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,966627.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1991,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,138190489.0,1992,VINHO DE MESA
Rosado,12822511.0,1992,VINHO DE MESA
Branco,29217431.0,1992,VINHO DE MESA
Tinto,10712402.0,1992,VINHO FINO DE MESA
Rosado,1130509.0,1992,VINHO FINO DE MESA
Branco,27694149.0,1992,VINHO FINO DE MESA
VINHO FRIZANTE,161507.0,1992,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1992,VINHO ORGÂNICO
Tinto,217945.0,1992,VINHO ESPECIAL
Rosado,304897.0,1992,VINHO ESPECIAL
Branco,359722.0,1992,VINHO ESPECIAL
Espumante Moscatel,0.0,1992,ESPUMANTES
Espumante,0.0,1992,ESPUMANTES
Espumante Orgânico,0.0,1992,ESPUMANTES
Suco Natural Integral,0.0,1992,SUCO DE UVAS
Suco Adoçado,0.0,1992,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1992,SUCO DE UVAS
Suco Orgânico,0.0,1992,SUCO DE UVAS
Outros sucos de uvas,0.0,1992,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,10607336.0,1992,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),38015.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1488284.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,1975289.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,109142.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,7140569.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,25440.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,91000.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,1614757.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,375229.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,812035.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1992,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,157031022.0,1993,VINHO DE MESA
Rosado,13767249.0,1993,VINHO DE MESA
Branco,30370209.0,1993,VINHO DE MESA
Tinto,11988665.0,1993,VINHO FINO DE MESA
Rosado,1639949.0,1993,VINHO FINO DE MESA
Branco,36287498.0,1993,VINHO FINO DE MESA
VINHO FRIZANTE,359420.0,1993,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1993,VINHO ORGÂNICO
Tinto,542146.0,1993,VINHO ESPECIAL
Rosado,243582.0,1993,VINHO ESPECIAL
Branco,1063523.0,1993,VINHO ESPECIAL
Espumante Moscatel,0.0,1993,ESPUMANTES
Espumante,0.0,1993,ESPUMANTES
Espumante Orgânico,0.0,1993,ESPUMANTES
Suco Natural Integral,0.0,1993,SUCO DE UVAS
Suco Adoçado,0.0,1993,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1993,SUCO DE UVAS
Suco Orgânico,0.0,1993,SUCO DE UVAS
Outros sucos de uvas,0.0,1993,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,12178160.0,1993,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),53928.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1278706.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,2756302.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,71000.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,8373602.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,25053.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,1229584.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,42000.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,1521123.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,884622.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,811985.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1993,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,140192480.0,1994,VINHO DE MESA
Rosado,13762956.0,1994,VINHO DE MESA
Branco,26339930.0,1994,VINHO DE MESA
Tinto,13290842.0,1994,VINHO FINO DE MESA
Rosado,1631454.0,1994,VINHO FINO DE MESA
Branco,31619622.0,1994,VINHO FINO DE MESA
VINHO FRIZANTE,183160.0,1994,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1994,VINHO ORGÂNICO
Tinto,589529.0,1994,VINHO ESPECIAL
Rosado,104886.0,1994,VINHO ESPECIAL
Branco,729230.0,1994,VINHO ESPECIAL
Espumante Moscatel,0.0,1994,ESPUMANTES
Espumante,0.0,1994,ESPUMANTES
Espumante Orgânico,0.0,1994,ESPUMANTES
Suco Natural Integral,0.0,1994,SUCO DE UVAS
Suco Adoçado,0.0,1994,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1994,SUCO DE UVAS
Suco Orgânico,0.0,1994,SUCO DE UVAS
Outros sucos de uvas,0.0,1994,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,10005084.0,1994,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),20016.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1519307.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,2798706.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,236400.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,12190120.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,36612.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,1968299.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,1287211.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,559442.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,735364.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1994,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,108968350.0,1995,VINHO DE MESA
Rosado,11653971.0,1995,VINHO DE MESA
Branco,25961507.0,1995,VINHO DE MESA
Tinto,12299213.0,1995,VINHO FINO DE MESA
Rosado,1540910.0,1995,VINHO FINO DE MESA
Branco,26355378.0,1995,VINHO FINO DE MESA
VINHO FRIZANTE,136526.0,1995,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1995,VINHO ORGÂNICO
Tinto,628481.0,1995,VINHO ESPECIAL
Rosado,86933.0,1995,VINHO ESPECIAL
Branco,681027.0,1995,VINHO ESPECIAL
Espumante Moscatel,0.0,1995,ESPUMANTES
Espumante,0.0,1995,ESPUMANTES
Espumante Orgânico,0.0,1995,ESPUMANTES
Suco Natural Integral,0.0,1995,SUCO DE UVAS
Suco Adoçado,0.0,1995,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1995,SUCO DE UVAS
Suco Orgânico,0.0,1995,SUCO DE UVAS
Outros sucos de uvas,0.0,1995,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,11029248.0,1995,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),39232.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1846401.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,2664342.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,135045.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,11222169.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,33024.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,986673.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,54120.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,4982.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,2921137.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,645253.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,796208.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1995,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,122549540.0,1996,VINHO DE MESA
Rosado,13374874.0,1996,VINHO DE MESA
Branco,29907022.0,1996,VINHO DE MESA
Tinto,13540528.0,1996,VINHO FINO DE MESA
Rosado,1457704.0,1996,VINHO FINO DE MESA
Branco,28697539.0,1996,VINHO FINO DE MESA
VINHO FRIZANTE,260638.0,1996,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1996,VINHO ORGÂNICO
Tinto,264304.0,1996,VINHO ESPECIAL
Rosado,70536.0,1996,VINHO ESPECIAL
Branco,926822.0,1996,VINHO ESPECIAL
Espumante Moscatel,0.0,1996,ESPUMANTES
Espumante,0.0,1996,ESPUMANTES
Espumante Orgânico,0.0,1996,ESPUMANTES
Suco Natural Integral,0.0,1996,SUCO DE UVAS
Suco Adoçado,0.0,1996,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1996,SUCO DE UVAS
Suco Orgânico,0.0,1996,SUCO DE UVAS
Outros sucos de uvas,0.0,1996,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,11625777.0,1996,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),46959.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),2331889.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,3078523.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,276355.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,8890818.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,85560.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,906081.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,55728.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,3303855.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,7224172.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,559501.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,814706.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1996,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,127693158.0,1997,VINHO DE MESA
Rosado,13550872.0,1997,VINHO DE MESA
Branco,33524608.0,1997,VINHO DE MESA
Tinto,18303579.0,1997,VINHO FINO DE MESA
Rosado,1997373.0,1997,VINHO FINO DE MESA
Branco,26141257.0,1997,VINHO FINO DE MESA
VINHO FRIZANTE,221733.0,1997,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1997,VINHO ORGÂNICO
Tinto,136027.0,1997,VINHO ESPECIAL
Rosado,145144.0,1997,VINHO ESPECIAL
Branco,509446.0,1997,VINHO ESPECIAL
Espumante Moscatel,19222.0,1997,ESPUMANTES
Espumante,3035402.0,1997,ESPUMANTES
Espumante Orgânico,0.0,1997,ESPUMANTES
Suco Natural Integral,0.0,1997,SUCO DE UVAS
Suco Adoçado,0.0,1997,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1997,SUCO DE UVAS
Suco Orgânico,0.0,1997,SUCO DE UVAS
Outros sucos de uvas,0.0,1997,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,16724519.0,1997,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),33549.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),2201034.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,4571501.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,368631.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,11400130.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,78504.0,1997,OUTROS PRODUTOS COMERCIALIZADOS
